0,Close,High,Low,Open,Volume,SMA_20,SMA_50,RSI,Target
2019-07-29,9519.1455078125,9681.6484375,9472.9482421875,9548.1787109375,13791445323,10399.861083984375,10419.544453125,34.96773802581342,1
2019-07-30,9607.423828125,9701.759765625,9437.3359375,9522.3291015625,13829811132,10272.406640625,10451.686337890626,51.998206535320335,1
2019-07-31,10085.6279296875,10085.6279296875,9598.09765625,9604.05078125,16631520648,10208.754931640626,10494.844609375,55.582333608534185,1
2019-08-01,10399.6689453125,10446.919921875,9922.01953125,10077.4423828125,17165337858,10137.9390625,10539.92083984375,45.32049369487749,1
2019-08-02,10518.1748046875,10657.953125,10371.013671875,10402.04296875,17489094082,10094.228857421875,10585.665859375,49.7784180298349,1
2019-08-03,10821.7265625,10946.78125,10503.5048828125,10519.2783203125,15352685061,10122.512255859376,10628.22373046875,50.94090306629666,1
2019-08-04,10970.1845703125,11009.20703125,10620.2783203125,10821.6328125,16530894787,10126.2669921875,10670.859921875,56.439670614792504,1
2019-08-05,11805.6533203125,11895.091796875,10960.7353515625,10960.7353515625,23875988832,10242.667578125,10727.08322265625,71.13100293984687,0
2019-08-06,11478.1689453125,12273.8212890625,11290.7314453125,11811.544921875,23635107660,10331.885888671875,10770.23955078125,73.57277683063975,1
2019-08-07,11941.96875,12036.990234375,11433.701171875,11476.193359375,22194988641,10395.660205078126,10827.443671875,78.62368860608262,1
2019-08-08,11966.4072265625,11979.419921875,11556.16796875,11954.0400390625,19481591730,10467.4439453125,10881.30138671875,78.18108170882873,0
2019-08-09,11862.9365234375,11970.4580078125,11709.7451171875,11953.4697265625,18339989960,10522.2337890625,10928.0169140625,76.87499440229408,0
2019-08-10,11354.0244140625,11915.6552734375,11323.8984375,11861.556640625,18125355447,10559.979736328125,10952.20626953125,74.53696100529336,1
2019-08-11,11523.5791015625,11523.5791015625,11248.294921875,11349.740234375,15774371518,10619.003369140624,10968.6440234375,75.15030239945442,0
2019-08-12,11382.6162109375,11528.189453125,11320.951171875,11528.189453125,13647198229,10693.09580078125,10979.18892578125,73.147951808632,0
2019-08-13,10895.830078125,11420.0498046875,10830.3271484375,11385.052734375,16681503537,10747.291015625,10976.8834765625,64.56274286360167,0
2019-08-14,10051.7041015625,10889.556640625,10028.1357421875,10889.4873046875,19990838300,10754.284130859374,10942.09921875,49.645856568749984,1
2019-08-15,10311.5458984375,10437.4111328125,9675.31640625,10038.421875,22899115082,10776.346240234376,10888.0055078125,49.06952140746256,1
2019-08-16,10374.3388671875,10524.349609375,9855.478515625,10319.419921875,20228207096,10821.179296875,10871.83615234375,48.463175819497664,0
2019-08-17,10231.744140625,10452.625,10086.6982421875,10358.72265625,13778035685,10855.123486328124,10828.32439453125,43.47175577138362,1
2019-08-18,10345.810546875,10487.0703125,10119.0947265625,10233.005859375,12999813869,10896.45673828125,10796.05318359375,43.03822167749764,1
2019-08-19,10916.0537109375,10916.0537109375,10313.2041015625,10350.283203125,16038264603,10961.888232421876,10798.03115234375,39.45740743998378,0
2019-08-20,10763.232421875,10947.0419921875,10618.9609375,10916.3466796875,15053082175,10995.76845703125,10801.63310546875,41.16142622547463,0
2019-08-21,10138.0498046875,10798.7294921875,9962.7216796875,10764.572265625,19473084768,10982.6875,10788.360546875,28.554358953759163,0
2019-08-22,10131.0556640625,10232.99609375,9831.462890625,10142.521484375,17097508856,10963.33154296875,10751.75626953125,28.089799877356967,1
2019-08-23,10407.96484375,10442.443359375,10078.1923828125,10136.3095703125,15627023886,10942.64345703125,10735.60681640625,33.321385048733106,0
2019-08-24,10159.9609375,10418.0205078125,9982.296875,10407.64453125,15451030650,10902.132275390624,10719.2368359375,35.44137464782828,0
2019-08-25,10138.517578125,10304.6220703125,10008.7890625,10160.7373046875,14153856610,10818.77548828125,10697.836171875,32.47985552056943,1
2019-08-26,10370.8203125,10512.328125,10126.2998046875,10126.2998046875,18438654080,10763.408056640625,10676.23564453125,37.490494829114596,0
2019-08-27,10185.5,10381.328125,10087.30078125,10372.826171875,14762609503,10675.584619140625,10634.226484375,40.51031372489671,0
2019-08-28,9754.4228515625,10279.3662109375,9716.65625,10203.4267578125,17603790323,10564.985400390626,10577.83869140625,45.53577294527298,0
2019-08-29,9510.2001953125,9756.7861328125,9421.6298828125,9756.7861328125,17045878501,10447.348583984374,10524.91244140625,37.90959802682178,1
2019-08-30,9598.173828125,9656.1240234375,9428.302734375,9514.8447265625,13595263986,10359.5560546875,10489.70267578125,38.37782349870368,1
2019-08-31,9630.6640625,9673.220703125,9531.7998046875,9597.5390625,11454806419,10264.910302734375,10445.99623046875,40.69261961417163,1
2019-09-01,9757.970703125,9796.755859375,9582.9443359375,9630.5927734375,11445355859,10183.67802734375,10413.30806640625,40.93480750313394,1
2019-09-02,10346.7607421875,10396.591796875,9730.650390625,9757.4736328125,17248102294,10156.224560546874,10415.122109375,41.27075635396146,1
2019-09-03,10623.5400390625,10736.1044921875,10308.5478515625,10345.7255859375,19384917989,10184.816357421874,10409.69111328125,47.936472582039805,0
2019-09-04,10594.4931640625,10762.64453125,10434.7099609375,10621.1806640625,16742664769,10198.963720703125,10432.02814453125,58.183918688550314,0
